Hastane,Toplantı No,Toplantı Tarihi,Alınan Kararlar,İlgii Kategori,Sorumlu,Mevcut Durum,Termin,Tamamlanma Tarihi,Sonuç / Açıklama / Değerlendirme,Öncelik Seviyesi
VM MP Florya,2025-10,12/2/25,Hap kapsamında talep ettiğimiz telsizler elimize ulaşmamıştır beklenmektedir .,Acil Durum Yönetimi,Teknik Hizmetler,Devam Ediyor,1/31/26,,Devam etmekedir.,Kritik
VM MP Florya,2025-10,12/2/25,2025 yılı hastane içerisinde yapılan tüm periyodik kontroller sonrasında raporları elimize ulaşmıştır elektrik iç tesisatları ile ilgili konularda eksik rapor olduğu beklenmekte olduğu rapora göre alınması gereken aksiyonların planlanbileceği kurul ile paylaşıldı,Acil Durum Yönetimi,Teknik Hizmetler,Devam Ediyor,12/19/25,,Devam etmekedir.,Kritik
VM MP Florya,2025-10,12/2/25,Radyoloji alanında çalışanların periyodik muayenelerde troid eklenmesi için misafir hizmetlerine işyeri hekim/ hemşiresi tarafından mail olarak gönderilecek olduğu kurula duyuruldu ve termin verildi.,Diğer,Tüm Birimler,Devam Ediyor,12/16/25,,Devam etmekedir.,Yüksek Riskli
VM MP Florya,2025-10,12/2/25,Bodrum 5. katta bulunan Sahra çadırı zemin kata alınarak olası bir afette kullanılması ile ilgili merkez tarafından hastanemizin ziyareti sonrası bir keşif yapılarak üniversiteden ilgili izinlerin alınması planlandığı teknik hizmetler tarafından duyuruldu.,Acil Durum Yönetimi,Teknik Hizmetler,Devam Ediyor,Bir Sonraki Kurul Toplantısı,,Devam etmekedir.,Kritik
VM MP Florya,2025-10,12/2/25,Yürüyen merdivenlerin periyodik kontrolleri sırasında merdivende bulunan küçük çaplı kırık tarak tespit edildiği alınacak aksiyon ile ilgili KONE firmasından parça beklendiği iletilmiştir.,Güvenlik,Teknik Hizmetler,Devam Ediyor,Bir Sonraki Kurul Toplantısı,,Devam etmekedir.,Yüksek Riskli
VM MP Florya,2025-10,12/2/25,Acil Servis tarafından sarı alandan dışarıya çıkış için kullanılan acil çıkış kapısının deformasyonu aksiyonu adına kapının değiştiği ancak kapının açık kalması için çalışanlar tarafından önüne taş konulduğu sürekli kapalı durmasının engellendiği konuyla ilgili atık araçlarının buradan çıkış yap ver tespit edildiği için kalıcı önlemler adına tüm çalışan personele duyuru yapılması ayrıca Idari işler teknik hizmetler enfeksiyon ve İsg birimlerinin alan ziyareti yapılması planlandı,Acil Durum Yönetimi,İSG Birimi,Devam Ediyor,12/15/25,,Devam etmekedir.,Kritik
VM MP Florya,2025-10,12/2/25,"Hastane içerisinde bina saha turu yapılmış ve tespit edilen eksiklikler düzeltici önleyici faaliyet olarak açıldığı duyurulmuştur. kimyasal maddellerin depolanması sağlık güvenlik uyarı işaretleri, SDS raporlarının güncellenmesi, ilaçlama hizmeti vermeye gelen firmaların İSG uygunluklarının kontrolü sonrasında hizmet vermesi İSG uygunluk verilmeyen dokümantasyon eksiği olan firmaların hizmet vermemesi gerektiği tekrar hatırlatılarak tüm birimlerden destek istendi.",Çevre Yönetimi,İSG Birimi,Tamamlandı,Bir Sonraki Kurul Toplantısı,12/2/25,Sürekli takip sağlanmaktadır.,Yüksek Riskli
VM MP Florya,2025-10,12/2/25,Hastane bahçesinde bulunan Medikal gaz’a giden acil servis arka alandaki araç ve yaya geçişlerini engellemek adına uçtan uca bariyer ve arasında engelleyici zincir ve uyarı işareti konularak engellendi kurula görseller ile birlikte sunulmuştur,Güvenlik,Teknik Hizmetler,Tamamlandı,Bir Sonraki Kurul Toplantısı,11/26/25,Tamamlandı.,Kritik
VM MP Florya,2025-10,12/2/25,"Hastane içerisinde kimyasalların bulunduğu depolama alanlarında bodrum 5. kat teknik bakım odası, otelcilik hizmetleri İSS deposu, bodrum 1. katta (Mikrobiyoloji ve Biyokimya laboratuvarı) ve bodrum 3. katta satın alma depolarında sağlık güvenlik uyarı işaretlemeleri eksiklikleri tamamlanmştır. Havalandırma konularında çalışmalar başlatılmış bazıları tamamlanmıştır.",Çevre Yönetimi,Tüm Birimler,Tamamlandı,Bir Sonraki Kurul Toplantısı,11/30/25,Sağlık güvenlik uyarı işaretlemeleri eksiklikleri tamamlanmştır.,Yüksek Riskli
VM MP Florya,2025-10,12/2/25,Risk değerlendirmesi çalışmaları kapsamında tesis tehlikelerini belirlemek ve risklerini engellemek için otopark katlarında bodrum 4. katta jet duman tahliye fanlarının olduğu ancak sürekli kontrol ve periyodik muayenelerinin yapılmadığı yangın güvenliği kapsamında yapılması tavsiyesinde bulunulmuştur.Bodrum 3. ve5. katta jet fan gereklimi çalışması yapılarak aksiyon aınması planlanacaktır.,Acil Durum Yönetimi,Teknik Hizmetler,Devam Ediyor,1/31/26,,Devam etmekedir.,Kritik
VM MP Florya,2025-10,12/2/25,"Zemin katta bulunan hasta taburculuk ofis alanlarında çalışma ortamı için güneş doğal aydınlatmasının aşırı olduğu zaman dilimlerinde ekran başında çalışanların göz rahatsızlıkları oluştuğu, ekranlarının çok parladığı konuyla ilgili perde seçiminin ışık kırmak adına yaklaşımlar için alan ziyareti yapılması ve merkez konsept onayı alınması planlanmıştır.",Diğer,Tüm Birimler,Devam Ediyor,12/20/25,,Devam etmekedir.,Orta
VM MP Florya,2025-10,12/2/25,Atık yönetiminde uygunsuzlukların olduğu konunun enfeksiyon kontrolü hemşiresi tarafından yönetildiği çalışanlara bu konularda eğitimler verildiği atık ayrıştırmasındaki uygunsuzluğu kök nedenlerinden birisinin dolu/yarı dolu ve boş atık bidonlarında kapakların karıştığı bu konuyla ilgili gövde etiketlemesi yapılması önerisinde bulunuldu konu merkez yönetim tarafından sunulacak ve gelen cevaba göre aksiyon alınması planlanmaktadır.,Çevre Yönetimi,İşyeri Sağlık Birimi,Devam Ediyor,Bir Sonraki Kurul Toplantısı,,Devam etmekedir.,Yüksek Riskli
VM MP Florya,2025-12,1/15/26,Barınma protokolü tamamlandı güvenlik protokolü için merkezden bilgi bekleniyor.,Güvenlik,İdari İşler ve Destek Hizmetleri,Devam Ediyor,Bir Sonraki Kurul Toplantısı,,,Yüksek Riskli
VM MP Florya,2025-12,1/15/26,Hap kapsamında talep ettiğimiz telsizler elimize ulaşmamıştır beklenmektedir .,Acil Durum Yönetimi,İdari İşler ve Destek Hizmetleri,Devam Ediyor,bir Sonraki Kurul Toplantısı,,,Kritik
VM MP Florya,2025-12,1/15/26,2025 yılı hastane içerisinde yapılan tüm periyodik kontroller sonrasında raporları elimize ulaşmıştır elektrik iç tesisatları ile ilgili konularda eksik rapor olduğu beklenmekte olduğu rapora göre alınması gereken aksiyonların planlanbileceği kurul ile paylaşıldı,Acil Durum Yönetimi,İnsan Kaynakları,Tamamlandı,12/19/25,12/19/25,Raporlar tammalandı eksiklikler giderildi.,Kritik
VM MP Florya,2025-12,1/15/26,Radyoloji alanında çalışanların periyodik muayenelerde troid eklenmesi için misafir hizmetlerine işyeri hekim/ hemşiresi tarafından mail olarak gönderilecek olduğu kurula duyuruldu ve termin verildi.,Diğer,Tüm Birimler,Tamamlandı,12/16/25,12/16/25,SÜREÇ ŞUBAT AYINDA GÖZLEMLENECEK,Yüksek Riskli
VM MP Florya,2025-12,1/15/26,Bodrum 5. katta bulunan Sahra çadırı zemin kata alınarak olası bir afette kullanılması ile ilgili merkez tarafından hastanemizin ziyareti sonrası bir keşif yapılarak üniversiteden ilgili izinlerin alınması planlandığı teknik hizmetler tarafından duyuruldu.,Acil Durum Yönetimi,İnsan Kaynakları,Devam Ediyor,2/1/26,,Devam etmekedir.,Kritik
VM MP Florya,2025-12,1/15/26,Yürüyen merdivenlerin periyodik kontrolleri sırasında merdivende bulunan küçük çaplı kırık tarak tespit edildiği alınacak aksiyon ile ilgili KONE firmasından parça beklendiği iletilmiştir.,Güvenlik,İnsan Kaynakları,Tamamlandı,Bir Sonraki Kurul Toplantısı,1/9/26,KONE firması tarafından tamamlandı.,Yüksek Riskli
VM MP Florya,2025-12,1/15/26,Acil Servis tarafından sarı alandan dışarıya çıkış için kullanılan acil çıkış kapısının deformasyonu aksiyonu adına kapının değiştiği ancak kapının açık kalması için çalışanlar tarafından önüne taş konulduğu sürekli kapalı durmasının engellendiği konuyla ilgili atık araçlarının buradan çıkış yap ver tespit edildiği için kalıcı önlemler adına tüm çalışan personele duyuru yapılması ayrıca Idari işler teknik hizmetler enfeksiyon ve İsg birimlerinin alan ziyareti yapılması planlandı,Acil Durum Yönetimi,İSG Birimi,Devam Ediyor,Bir Sonraki Kurul Toplantısı,,Devam etmekedir.,Kritik
VM MP Florya,2025-12,1/15/26,İşe girişlerde çalışanım Serolojiler sonucunda aşılama durumu gerektiğinde ek ikide bulunan konuların haricinde çalışana bilgi verildi tebliğ edilerek imza ile kayıt altına alınması karar verildi.,Diğer,İSG Birimi,Devam Ediyor,Bir Sonraki Kurul Toplantısı,,Sürekli,Orta
VM MP Florya,2025-12,1/15/26,"Zemin katta bulunan hasta taburculuk ofis alanlarında çalışma ortamı için güneş doğal aydınlatmasının aşırı olduğu zaman dilimlerinde ekran başında çalışanların göz rahatsızlıkları oluştuğu, ekranlarının çok parladığı konuyla ilgili perde seçiminin ışık kırmak adına yaklaşımlar için alan ziyareti yapılması ve merkez konsept onayı alınması planlanmıştır.",Diğer,Tüm Birimler,Devam Ediyor,Bir Sonraki Kurul Toplantısı,,Devam etmekedir.,Orta
VM MP Florya,2025-12,1/15/26,Atık yönetiminde uygunsuzlukların olduğu konunun enfeksiyon kontrolü hemşiresi tarafından yönetildiği çalışanlara bu konularda eğitimler verildiği atık ayrıştırmasındaki uygunsuzluğu kök nedenlerinden birisinin dolu/yarı dolu ve boş atık bidonlarında kapakların karıştığı bu konuyla ilgili gövde etiketlemesi yapılması önerisinde bulunuldu konu merkez yönetim tarafından sunulacak ve gelen cevaba göre aksiyon alınması planlanmaktadır.,Çevre Yönetimi,İşyeri Sağlık Birimi,Devam Ediyor,Bir Sonraki Kurul Toplantısı,,Devam etmekedir.,Yüksek Riskli
VM MP Gebze,,1/16/25,Komite üyelerine görev yetki ve sorumlulukarı sunumu yapıldı eğitim kayıtları alındı,Diğer,İnsan Kaynakları,Tamamlandı,2/16/25,1/17/25,TAMAMLANDI,Orta
VM MP Gebze,,1/16/25,Yeni atanan işyeri hekimi komite üyelerine tanıştırıldı ve hangi katta yer aldığı ve çalışma saatleri hakkında bilgi geçildi,Diğer,İnsan Kaynakları,Tamamlandı,2/16/25,1/17/25,TAMAMLANDI,Düşük
VM MP Gebze,,1/16/25,2025 yılı için hazırlanan iş sağlığı ve güvenliği birimine ait eğitim planı ve çalışması sunuldu ayrıca yıllık değerlendirme ve yıllık hedefler ilgili birimler ile paylaşıldı ve uygunluğuna karar verildi,Diğer,Tüm Birimler,Tamamlandı,2/16/25,1/17/25,TAMAMLANDI,Orta
VM MP Gebze,,1/16/25,"Hazırlanan iş sağlığı ve güvenliği iç yönergesi kurul üyeleri ile paylaşıldı çalışması hakkında görüşmeler gerçekleşitirildi kurula anlatıldı, uygun olup yürürlüğe girmesine karar verildi",Diğer,Tüm Birimler,Tamamlandı,2/16/25,1/17/25,TAMAMLANDI,Orta
VM MP Gebze,,1/16/25,"İş sağlığı ve güvenliğinde olası riskler ve tehlikeler, sabotajlar hakkında iş birliği içerisinde çalışılması konusu vurgulandı. Saha geri bildirii örnek verildi. İş sağlığı ve güvenliği ofisinin bulunduğu ofis hakkında bilgi verildi",Diğer,Tüm Birimler,Tamamlandı,2/16/25,1/17/25,TAMAMLANDI,Kritik
VM MP Gebze,,1/16/25,Beyaz kod bildirimi ile ilgili iş kazası ve duyuruların görüşülmesi hakkında görüş bildirildi. Konu hakkında insan kaynakları ile ortak çalışılacak ve insan kaynaklarının sürecin takipçisi hakkında komite üyelerine bilgi verildi,Acil Durum Yönetimi,Tüm Birimler,Tamamlandı,2/16/25,2/20/25,TAMAMLANDI,Kritik
VM MP Gebze,,1/16/25,İş kazaları ile ilgili veriler istatistikler paylaşıldı yaşanan kazalar hakkında bilgiler verildi bununla ilgili ilgili evraklar kayıtlar ve dokümanlar hakkında kurul üyeleri ile paylaşıldı,Emniyet,Tüm Birimler,Tamamlandı,2/16/25,1/17/25,TAMAMLANDI,Kritik
VM MP Gebze,,1/16/25,İşyerinde yapılan bakım onarım çalışmaları ile ilgili isg birimi ve teknik birimlerin sahaya çalışmaya gelmeden önce bilgi verilmesi ve süreci daha sık takip etmesi için görüş bildirildi,Güvenlik,İnsan Kaynakları,Devam Ediyor,2/16/25,SÜREKLİ,SÜREKLİ,Riskli
VM MP Gebze,,1/16/25,Yangın dedektörleri ile ilgili teknik hizmetler ile görüşüldü Ali bey sorun olmadığını iletti ayrıca Serkan bey tarafından tüplerin bakımı ve kontrolü evrağı teknik birime iletildi,Altyapı,İnsan Kaynakları,Devam Ediyor,2/16/25,SÜREKLİ,SÜREKLİ,Kritik
VM MP Gebze,,1/16/25,"Yıllık yapılan iş sağlığı ve güvenliği tatbikatları ile ilgili kayıtlar kaliteye teslim edildi ayrıca il müdürlüğüne bildirildi. Sabotaj, sivil savunma, tahliye, yangın yönergesi ve hap planı bildirildi",Diğer,Tüm Birimler,Tamamlandı,1/16/25,1/15/25,TAMAMLANDI,Kritik
VM MP Gebze,,1/16/25,Outsource hizmetlerinin kvkk konusunda hizmet yeterliliklerinin etkin sağlanması için iş sağlığı ve güvenliği birimi ile ortaklaşa çalışma yürütülmesi hakkında kurul üyelerine bilgi verildi,Güvenlik,Tüm Birimler,Devam Ediyor,1/16/25,SÜREKLİ,SÜREKLİ,Orta
VM MP Gebze,,1/16/25,Mesleki yeterlilik belgeleri hakkında tıbbi atık personeline ilgili belgeleri alımı iş sağlığı ve güvenliği birimi tarafından tebliğ edildi yapıldı ve kazancı belgesi alması içinde teknik birim ile irtibata geçildi ayrıca yeni başlayan kişilerin hijyen eğitimleri de tamamlanması istendi,Diğer,Tüm Birimler,Tamamlandı,2/16/25,2/16/25,"TAMAMLANDI, MYK BELGESİ ALINDI",Kritik
VM MP Gebze,,1/16/25,Tütün kullanımının zararları ile ilgili komite üyeleri bilgilendirildi. Sigara içme alanı olarak belirlenen zemin kat (personel bilgilendirme) alanının dışında içilmesine karar verildi. İnsan kaynakları tarafından konu ile ilgili resmi yazı paylaşmasına karar verildi.,Yangın Güvenliği,İnsan Kaynakları,Tamamlandı,1/17/25,2/16/25,TAMAMLANDI İK TARAFINDAN BİLGİLENDİRME GEÇİLDİ,Kritik
VM MP Gebze,,2/20/25,Önceki kurul gündemi maddelerinin üzerinden geçilmesi,Diğer,Tüm Birimler,Devam Ediyor,3/20/25,,DİĞER TOPLANTIDA GÖRÜŞÜLECEK,Orta
VM MP Gebze,,2/20/25,Yaşanan iş kazası ile ilgili aksiyomların görüşülmesi ve ilgili süreçlerinin takibinin sağlanması,Diğer,Tüm Birimler,Devam Ediyor,3/20/25,,DİĞER TOPLANTIDA GÖRÜŞÜLECEK,Kritik
VM MP Gebze,,2/20/25,Radyasyon güvenliği ile ilgili çalışmalar görüşülmesi,Cihaz-Ekipman-Malzeme Yönetimi,Tüm Birimler,Devam Ediyor,3/20/25,,DİĞER TOPLANTIDA GÖRÜŞÜLECEK,Düşük
VM MP Gebze,,2/20/25,Alçı odasında alçı kesim işlemi sırasında makineden çıkan gürültünün önlenmesi için çalışanlara kkd temin edilmesi,Güvenlik,Tüm Birimler,Devam Ediyor,3/20/25,,DİĞER TOPLANTIDA GÖRÜŞÜLECEK,Yüksek Riskli
VM MP Gebze,,2/20/25,Hizmetiçi verilen eğitimlerin değerlendirilmesi ve verilen eğitmlerin kurul üyeleri ile paylaşılması,Diğer,Tüm Birimler,Devam Ediyor,3/20/25,,DİĞER TOPLANTIDA GÖRÜŞÜLECEK,Orta
VM MP Gebze,,2/20/25,Sahada alınan önlemlerin kurul üyeleri ile paylaşılması ve saha çalışmaları hakkında bilgilendirilmesi,Acil Durum Yönetimi,Tüm Birimler,Devam Ediyor,3/20/25,,DİĞER TOPLANTIDA GÖRÜŞÜLECEK,Kritik
VM MP Gebze,,2/20/25,Yangın güvenliği ile ilgili süreçlerin yönetilmesi,Yangın Güvenliği,Tüm Birimler,Devam Ediyor,3/20/25,,DİĞER TOPLANTIDA GÖRÜŞÜLECEK,Kritik
VM MP Gebze,,3/19/25,ANONS SİTEMİNİN İYİLEŞTİRİLMESİ ÇALIŞMASI,Yangın Güvenliği,Tüm Birimler,Tamamlandı,3/20/25,,,Kritik
VM MP Gebze,,3/19/25,Hizmetiçi verilen eğitimlerin değerlendirilmesi ve verilen eğitmlerin kurul üyeleri ile paylaşılması,Diğer,Tüm Birimler,Tamamlandı,3/20/25,,,Orta
VM MP Gebze,,3/19/25,TESİS PLANINDA OLMASI YAPILMASI GEREKEN ÇALIŞMALAR İLE İLGİLİ GÖRÜŞÜLFÜ,Yangın Güvenliği,Tüm Birimler,Devam Ediyor,,,,Kritik
VM MP Gebze,,3/19/25,ACİL DURUM ANONS SİSTEMİ ÇALIŞMALARI YENİLENDİ REVİZE EDİLDİ,Yangın Güvenliği,Tüm Birimler,Tamamlandı,3/20/25,,,Kritik
VM MP Gebze,,4/18/25,İş kazaları ile ilgili veriler istatistikler paylaşıldı yaşanan kazalar hakkında bilgiler verildi bununla ilgili ilgili evraklar kayıtlar ve dokümanlar hakkında kurul üyeleri ile paylaşıldı,Diğer,Tüm Birimler,Tamamlandı,5/20/25,,,Kritik
VM MP Gebze,,4/18/25,İÇ YÖNERGEYE İLİŞKİN ÇALIŞMALAR KAPSAMINDA ACİL DURUM KODLARI EĞİTİMİ 31 KİŞİYE TEHLİKELİ MADDE KULLANIMI 6 KİŞİYE VEİRLDİ,Diğer,Tüm Birimler,Tamamlandı,5/20/25,,,Düşük
VM MP Gebze,,4/18/25,SAHADA FARKIDNALIK OLUŞTURABİLECEK ÖNLEMLER KAPSAMINDA GERİ BİLDİRİMLER TAMAMLANDI,Diğer,Tüm Birimler,Tamamlandı,5/20/25,,,Düşük
VM MP Gebze,,4/18/25,saha tatbikatları kapsamında yıllık planlar gözdne geçirildi toplantı yapıldı,Diğer,Üst Yönetim,Tamamlandı,5/20/25,,,Orta
VM MP Gebze,,4/18/25,Yangın güvenliği ile ilgili süreçlerin yönetilmesi,Diğer,Üst Yönetim,Tamamlandı,5/20/25,,,Kritik
VM MP Gebze,,5/21/25,kurul gündem maddeleri tamamlandı,Diğer,Üst Yönetim,Tamamlandı,5/22/25,,,Orta
VM MP Gebze,,5/21/25,Yaşanan iş kazası ile ilgili aksiyomların görüşülmesi ve ilgili süreçlerinin takibinin sağlanması,Diğer,Üst Yönetim,Tamamlandı,5/22/25,,,Kritik
VM MP Gebze,,5/21/25,il sağlık müdürlüğü tarafından yapılacak olan tatbikatların ön hazırlığı tamamlandı,Diğer,Üst Yönetim,Tamamlandı,5/22/25,,,Orta
VM MP Gebze,,5/21/25,nisan ayında yaşanan iş kazalarının girişlerinin yapıldığı muyanelerinin tamamlandığı kurula bilgi verildi,Diğer,Üst Yönetim,Tamamlandı,5/22/25,,,Kritik
VM MP Gebze,,5/21/25,nisan ayında 14 kişiye temel eğitim vve 8 kişiye de acil durum kodları ile ilgili eğitim yapıldı,Diğer,Üst Yönetim,Tamamlandı,5/22/25,,,Kritik
VM MP Gebze,,6/30/25,Önceki kurul gündemi maddelerinin üzerinden geçilmesi,Diğer,Üst Yönetim,Tamamlandı,7/1/25,,,Orta
VM MP Gebze,,6/30/25,Yaşanan iş kazası ile ilgili aksiyomların görüşülmesi ve ilgili süreçlerinin takibinin sağlanması,Diğer,Üst Yönetim,Tamamlandı,7/1/25,,,Kritik
VM MP Gebze,,6/30/25,planlanan masabaşı ve saha tatbikatları ile ilgili çalışmalar görüşüldü ekipler oluşturuldu,Diğer,Üst Yönetim,Tamamlandı,7/1/25,,,Orta
VM MP Gebze,,6/30/25,ay içerisinde giriş yapan personellerin muayene kayır ve işlemlerinin tamamlandığı kurula aktarıldı,Diğer,Üst Yönetim,Tamamlandı,7/1/25,,,Orta
VM MP Gebze,,6/30/25,ay içeriisnde giriş yapan peronellerin temel isg eğitimlerinin tamamlandığı bilgisi verildi,Diğer,Üst Yönetim,Tamamlandı,7/1/25,,,Orta
VM MP Gebze,,7/29/25,Önceki kurul gündemi maddelerinin üzerinden geçilmesi,Diğer,Üst Yönetim,Tamamlandı,7/30/25,,,Orta
VM MP Gebze,,7/29/25,Yaşanan iş kazası ile ilgili aksiyomların görüşülmesi ve ilgili süreçlerinin takibinin sağlanması,Diğer,Üst Yönetim,Tamamlandı,7/30/25,,,Kritik
VM MP Gebze,,7/29/25,yangın güvenliği ile ilgili genel müdürlüğün hazırladığı çalışmalar y-tamamlandı,Diğer,Üst Yönetim,Tamamlandı,7/30/25,,,Kritik
VM MP Gebze,,7/29/25,kalite birimi tarafından yangın güvenliği iel ilgili önleyici faaliyetlere ilişkin döf süreçlerinin tamamlandığı bilgisi geçildi,Diğer,Tüm Birimler,Tamamlandı,7/30/25,,,Kritik
VM MP Gebze,,7/29/25,HFO cihazları ile ilgili çalışmalar kapasmında rapor ve kontrollerine ilişkin çalışmalar tamamlandı,Diğer,Üst Yönetim,Tamamlandı,7/30/25,,,Riskli
VM MP Gebze,,8/29/25,Önceki kurul gündemi maddelerinin üzerinden geçilmesi,Diğer,Üst Yönetim,Tamamlandı,8/30/25,,,Orta
VM MP Gebze,,8/29/25,sakom eğitimlerine ilişkin kurul üyelerine ilişkin çalışmalar tamamlandı,Diğer,Üst Yönetim,Tamamlandı,8/30/25,,,Orta
VM MP Gebze,,8/29/25,isg - teknik iş birliği ile ilgili iş ekipmanları ve cihazları kapsayan çalışmalar tamamlandı rapor müdürlüğe iletildi,Diğer,Tüm Birimler,Tamamlandı,8/30/25,,,Orta
VM MP Gebze,,8/29/25,outsource firmaların isg evraklarının tamamlanması idari işlere iletildi,Diğer,Üst Yönetim,Devam Ediyor,8/30/25,,,Orta
VM MP Gebze,,8/29/25,iş kazası geçiren personellerin muayenesi ve takibinin işyeri hekimi ile tekrar görüşülmesi karar bağlandı,Diğer,Üst Yönetim,Devam Ediyor,8/30/25,,,Kritik
VM MP Gebze,,9/29/25,Önceki kurul gündem maddeleri üzerinden geçildi kurula bilgi verildi yapılan çalışmalar aktarıldı herhangi yeni bir karar alınmadığı kurulda görüşüldü,Diğer,Tüm Birimler,Tamamlandı,10/30/25,,,Orta
VM MP Gebze,,9/29/25,SAKOM eğitimlerinin tamamlandığı ve acil servis ve isg biriminin il müdürlüğü tarafından eğitimlere katıldığı kurul üyelerine bildirildi,Diğer,Tüm Birimler,Tamamlandı,10/30/25,,,Kritik
VM MP Gebze,,9/29/25,"İSG - TEKNİK SAHA RAPORUNUN MÜDÜRLÜĞE BİLDİRİLDİĞİ AKTARILDI (YANGIN ÖNLEMLERİ, İŞ EKİPMANLARI, CİHAZLAR)",Diğer,Tüm Birimler,Tamamlandı,10/30/25,,,Orta
VM MP Gebze,,9/29/25,OUTSOURCE HİZMETLERİN TAKİBİNİN YAPILDIĞI DENETİME İLİŞKİN ÇALIŞMALARIN İLGİLİ BİRİMLERE GÖNDERİLDİĞİ BİLDİRİLDİ ACİLEN GÜVENLİK FİRMASI TARAFINDAN İSG EVRAKLARININ TAMAMLANMASI İDARİ İŞLER BİRİMİNE MAİL YOLUYLA İLETİLDİ,Diğer,Tüm Birimler,Tamamlandı,10/30/25,,,Düşük
VM MP Gebze,,9/29/25,İŞ KAZASI GEÇİREN PERSONELLERİN SAĞLIK MUAYENESİ HAKKINDA EK OLARAK YAPILMASI İSTENEN ÇALIŞMALAR İLE İLGİLİ İŞYERİ HEKİMİ İLE GÖRÜŞÜLMESİ TEKRARDAN KVKK İÇİN YASAL PROSEDÜRLERİN ÇALIŞILMASI HAKKINDA GÖRÜŞ BİLDİRİLDİ,Diğer,Tüm Birimler,Tamamlandı,10/30/25,,,Kritik
VM MP Gebze,,10/30/25,ÖNCEKİ KURUL TOPLANTI GÜNDEMİNİN DEĞERLENDİRİLMESİ,Diğer,Tüm Birimler,Tamamlandı,11/30/25,,,Orta
VM MP Gebze,,10/30/25,İSG süreçleri ve verilerinin değerlendirilmesi kurula bilgi verilmesi önceki yapılan çalışmalar ve eylül ayında yapılan çalışmaların değerlendirilmesi,Diğer,Tüm Birimler,Tamamlandı,11/30/25,,,Orta
VM MP Gebze,,10/30/25,Ş KAZASI GEÇİREN PERSONELLER İLE İLGİLİ KURULA BİLGİ VERİLMESİ,Diğer,Tüm Birimler,Tamamlandı,11/30/25,,,Kritik
VM MP Gebze,,10/30/25,İŞ KAZASI GEÇİREN PERSONELLER İLE İLGİLİ KURULA BİLGİ VERİLMESİ,Diğer,Tüm Birimler,Tamamlandı,11/30/25,,,Kritik
VM MP Gebze,,10/30/25,YANGIN VE TATBİKAT AKSİYOMLARININ TOPLANTI KURULUNA AKTARILMASI VE SÜREÇLERİNİN DEĞERLENDİRİLMESİ,Diğer,Tüm Birimler,Devam Ediyor,11/30/25,,,Orta
VM MP Gebze,,10/30/25,OUTSOURCE HİZMETLERİNİN SAĞLIK MUAYENESİNİN DEVAMLILIĞININ SAĞLANMASI,Diğer,Tüm Birimler,Devam Ediyor,11/30/25,,,Orta
VM MP Gebze,,10/30/25,ÇATI TELEKOMİNİKASYON GÜVENLİĞİNİN SAĞLANMASI,Diğer,Tüm Birimler,Tamamlandı,11/30/25,,,Düşük
VM MP Gebze,,10/30/25,ALAN SAĞLIK VE GÜVENLİK ÇALIŞMALARININ DEĞERLENDİRİLMESİ,Diğer,Tüm Birimler,Tamamlandı,11/30/25,,,Düşük
VM MP Gebze,,11/25/25,ÖNCEKİ KURUL TOPLANTI GÜNDEMİNİN DEĞERLENDİRİLMESİ,Diğer,Tüm Birimler,Tamamlandı,12/30/25,,,Orta
VM MP Gebze,,11/25/25,İŞ KAZASI GEÇİREN PERSONELLER İLE İLGİLİ KURULA BİLGİ VERİLMESİ,Diğer,Tüm Birimler,Tamamlandı,12/30/25,,,Kritik
VM MP Gebze,,11/25/25,İSG süreçleri ve verilerinin değerlendirilmesi kurula bilgi verilmesi önceki yapılan çalışmalar ve kasım ayında yapılan çalışmaların değerlendirilmesi,Diğer,Tüm Birimler,Tamamlandı,12/30/25,,,Orta
VM MP Gebze,,11/25/25,YANGIN VE TATBİKAT AKSİYOMLARININ TOPLANTI KURULUNA AKTARILMASI VE SÜREÇLERİNİN DEĞERLENDİRİLMESİ,Diğer,Tüm Birimler,Tamamlandı,12/30/25,,,Orta
VM MP Gebze,,11/25/25,OUTSOURCE HİZMETLERİN TAKİBİNİN SAĞLANMASI,Diğer,Tüm Birimler,Tamamlandı,12/30/25,,,Düşük
VM MP Gebze,,11/25/25,KASIM AYI SAĞLIK VERİLERİNİN DEĞERLENDİRİLMESİ,Diğer,Tüm Birimler,Tamamlandı,12/30/25,,,Düşük
VM MP Gebze,,12/24/25,ÖNCEKİ KURUL TOPLANTI GÜNDEMİNİN DEĞERLENDİRİLMESİ,Diğer,Tüm Birimler,Tamamlandı,1/30/26,,,Orta
VM MP Gebze,,12/24/25,İSG süreçlerinin ve verilerinin değerlendirilmesi hususunda kurula ön bilgi verilmesi ve süreçlerinin değerlendirilmesinin aktarılması,Diğer,Tüm Birimler,Tamamlandı,1/30/26,,,Orta
VM MP Gebze,,12/24/25,İŞ KAZASI GEÇİREN PERSONELLER İLE İLGİLİ KURULA BİLGİ VERİLMESİ,Diğer,Tüm Birimler,Tamamlandı,1/30/26,,,Kritik
VM MP Gebze,,12/24/25,İSG birimine ait gösterge ve verilerin değerlendirilmesi ve verilerinin bildiriminin aktarılması,Diğer,Tüm Birimler,Tamamlandı,1/30/26,,,Düşük
